,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL
213,Mix Restaurant & Bar - Nimmanhaemin,4,244,http://www.tripadvisor.com/Restaurant_Review-g293917-d2016592-Reviews-Mix_Restaurant_Bar_Nimmanhaemin-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/7a/3c/fd/mix-outdoor.jpg
214,Rajdarbar Indian Restaurant,4.5,46,http://www.tripadvisor.com/Restaurant_Review-g293917-d6949520-Reviews-Rajdarbar_Indian_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/daodao/photo-f/07/8e/bc/bc/caption.jpg
215,Kabab House Indian Food,4,155,http://www.tripadvisor.com/Restaurant_Review-g293917-d4744258-Reviews-Kabab_House_Indian_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/a6/f2/bc/kabab-house-indian-food.jpg
216,The Lazy Elephant,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d10325854-Reviews-The_Lazy_Elephant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/69/e1/a9/the-lazy-elephant.jpg
217,"BAAN Landai, Chiangmai Thailand",5,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d11916210-Reviews-BAAN_Landai_Chiangmai_Thailand-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/10/05/ce/05/caption.jpg
218,Kin-Lum Vegetarian,4.5,66,http://www.tripadvisor.com/Restaurant_Review-g293917-d5979005-Reviews-Kin_Lum_Vegetarian-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/ff/a2/3d/viggie-burger.jpg
219,Mad Dog Pizza Bar and Restaurant,4,174,http://www.tripadvisor.com/Restaurant_Review-g293917-d2065682-Reviews-Mad_Dog_Pizza_Bar_and_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/4b/24/d7/shopfront.jpg
220,Khao Soi Samer Jai,4,118,http://www.tripadvisor.com/Restaurant_Review-g293917-d3704039-Reviews-Khao_Soi_Samer_Jai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/be/3c/aa/caption.jpg
221,Welcome Inn Bar and Restaurant,4.5,72,http://www.tripadvisor.com/Restaurant_Review-g293917-d7267056-Reviews-Welcome_Inn_Bar_and_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/f9/fb/7f/welcome-inn-bar-restaurant.jpg
222,Farang Ses,4.5,73,http://www.tripadvisor.com/Restaurant_Review-g293917-d3208517-Reviews-Farang_Ses-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0e/cb/a4/13/farang-ses.jpg
223,Bai Plu Cuisine,5,17,http://www.tripadvisor.com/Restaurant_Review-g293917-d12827522-Reviews-Bai_Plu_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/8c/4d/80/t-bone-steak-with-red.jpg
224,Thamel Coffee,4,83,http://www.tripadvisor.com/Restaurant_Review-g293917-d3838303-Reviews-Thamel_Coffee-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/75/1a/ce/thamel-coffee.jpg
225,Euro Diner & Bar,4.5,127,http://www.tripadvisor.com/Restaurant_Review-g293917-d2039699-Reviews-Euro_Diner_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/33/3f/d9/another-busy-day-at-euro.jpg
226,Barrio,4.5,35,http://www.tripadvisor.com/Restaurant_Review-g293917-d10766565-Reviews-Barrio-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/f7/f6/87/photo0jpg.jpg
227,@ The Teak,3.5,269,http://www.tripadvisor.com/Restaurant_Review-g293917-d4326496-Reviews-The_Teak-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/19/37/50/20160923-202958-largejpg.jpg
228,Kitchen Hush,4.5,68,http://www.tripadvisor.com/Restaurant_Review-g293917-d3512473-Reviews-Kitchen_Hush-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/06/66/bb/a9/sashimi.jpg
229,The Good View Village,4,72,http://www.tripadvisor.com/Restaurant_Review-g293917-d8571606-Reviews-The_Good_View_Village-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/96/30/e1/photo0jpg.jpg
230,Sia Fish Noodle,4.5,35,http://www.tripadvisor.com/Restaurant_Review-g293917-d5581162-Reviews-Sia_Fish_Noodle-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/6f/e7/ad/20171204-123604-largejpg.jpg
231,Bake and Bite,4,139,http://www.tripadvisor.com/Restaurant_Review-g293917-d1081063-Reviews-Bake_and_Bite-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/63/2f/38/eggs-florentine.jpg
232,Lemontree,4,152,http://www.tripadvisor.com/Restaurant_Review-g293917-d2707018-Reviews-Lemontree-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/02/87/5f/d4/filename-373971-29079691429547.jpg
233,Huai Kha Restaurant,4.5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d10124161-Reviews-Huai_Kha_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/11/32/36/squid.jpg
234,Kad Kafe,4,133,http://www.tripadvisor.com/Restaurant_Review-g293917-d3410292-Reviews-Kad_Kafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/3d/3a/94/kad-kafe.jpg
235,Cook with love sushi bar,4.5,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d10089574-Reviews-Cook_with_love_sushi_bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/ea/b6/e5/cook-with-love-sushi.jpg
236,Baa(n) Din Cocktail Bar & More,5,96,http://www.tripadvisor.com/Restaurant_Review-g293917-d2660127-Reviews-Baa_n_Din_Cocktail_Bar_More-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/88/99/48/baa-n-din-cocktail-bar.jpg
237,The Duke's Promenada Resort Mall,4,63,http://www.tripadvisor.com/Restaurant_Review-g293917-d6952781-Reviews-The_Duke_s_Promenada_Resort_Mall-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/aa/7e/67/the-duke-s-ribs-half.jpg
238,Roots Rock Reggae,4.5,40,http://www.tripadvisor.com/Restaurant_Review-g293917-d7598684-Reviews-Roots_Rock_Reggae-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/82/2b/21/roots-rock-reggae.jpg
239,Baan Rai Yam Yen,4.5,47,http://www.tripadvisor.com/Restaurant_Review-g293917-d3704097-Reviews-Baan_Rai_Yam_Yen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/f4/d6/9a/caption.jpg
240,Writers Club & Wine Bar,4,249,http://www.tripadvisor.com/Restaurant_Review-g293917-d3162367-Reviews-Writers_Club_Wine_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/35/a6/9e/pineapple-fried-rice.jpg
241,Hinlay Curry House,4.5,275,http://www.tripadvisor.com/Restaurant_Review-g293917-d1510864-Reviews-Hinlay_Curry_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/01/b9/22/a4/hinlay-curry-house.jpg
242,Kabab Bar,4.5,170,http://www.tripadvisor.com/Restaurant_Review-g293917-d5972642-Reviews-Kabab_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/79/78/2b/photo3jpg.jpg
243,Ragu Rustico Italiano,4.5,72,http://www.tripadvisor.com/Restaurant_Review-g293917-d6628406-Reviews-Ragu_Rustico_Italiano-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/79/77/32/ragu.jpg
244,Noi's Place at the Dome,4.5,57,http://www.tripadvisor.com/Restaurant_Review-g293917-d8153426-Reviews-Noi_s_Place_at_the_Dome-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/0b/7c/2a/noi-s-place-at-the-dome.jpg
245,Pizzeria Giotto,4.5,45,http://www.tripadvisor.com/Restaurant_Review-g293917-d6564860-Reviews-Pizzeria_Giotto-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/36/20/b0/pizzeria-giotto.jpg
246,Healthy B Cafe,4.5,44,http://www.tripadvisor.com/Restaurant_Review-g293917-d8714192-Reviews-Healthy_B_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/60/0b/2d/photo2jpg.jpg
247,Mho-O-Cha,4,76,http://www.tripadvisor.com/Restaurant_Review-g293917-d4452363-Reviews-Mho_O_Cha-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/22/ac/58/mho-o-cho.jpg
248,Salad Terrace,4.5,54,http://www.tripadvisor.com/Restaurant_Review-g293917-d4875801-Reviews-Salad_Terrace-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/1f/82/f9/caption.jpg
249,Nimman Bar and Grill Restaurant,4.5,51,http://www.tripadvisor.com/Restaurant_Review-g293917-d3973997-Reviews-Nimman_Bar_and_Grill_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/9d/67/67/nimman-bar-and-grill.jpg
250,Boat Bakery,4,62,http://www.tripadvisor.com/Restaurant_Review-g293917-d3710153-Reviews-Boat_Bakery-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/66/3d/2d/caption.jpg
251,The Duke S Grill And Bar,4,81,http://www.tripadvisor.com/Restaurant_Review-g293917-d3716173-Reviews-The_Duke_S_Grill_And_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/d9/72/16/20170401-212733-largejpg.jpg
252,Xanadu Pub & Restaurant,4,62,http://www.tripadvisor.com/Restaurant_Review-g293917-d3713893-Reviews-Xanadu_Pub_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0e/d7/21/0a/caption.jpg
253,La lanterna di Genova,4,211,http://www.tripadvisor.com/Restaurant_Review-g293917-d1673708-Reviews-La_lanterna_di_Genova-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/2d/9f/cd/la-lanterna-di-genova.jpg
254,New York Pizza,4.5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d8826483-Reviews-New_York_Pizza-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/c6/17/59/new-york-pizza.jpg
255,Huan Chao Bua Tip restaurant,4.5,29,http://www.tripadvisor.com/Restaurant_Review-g293917-d8858448-Reviews-Huan_Chao_Bua_Tip_restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/b2/18/6a/interior.jpg
256,Eden Bar & Restaurant,5,52,http://www.tripadvisor.com/Restaurant_Review-g293917-d4367394-Reviews-Eden_Bar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/08/8e/d1/getlstd-property-photo.jpg
257,Hard Rock Cafe - Chiang Mai,3.5,172,http://www.tripadvisor.com/Restaurant_Review-g293917-d11911067-Reviews-Hard_Rock_Cafe_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0d/ed/8d/14/hard-rock-cafe-chiang.jpg
258,Addy's Happy Smoothies,4.5,48,http://www.tripadvisor.com/Restaurant_Review-g293917-d4474065-Reviews-Addy_s_Happy_Smoothies-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0e/49/4a/76/new-menu.jpg
259,VT Nam Nueng,4,90,http://www.tripadvisor.com/Restaurant_Review-g293917-d2153933-Reviews-VT_Nam_Nueng-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/7c/20/11/nice-dinner.jpg
260,Fatimah Burger House,5,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d3151313-Reviews-Fatimah_Burger_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/2f/b7/c6/fatimah-burger-house.jpg
261,C.A.M.P - Library Cafe,4,75,http://www.tripadvisor.com/Restaurant_Review-g293917-d6436686-Reviews-C_A_M_P_Library_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/e5/3d/a3/camp-canteen.jpg
262,Mu's Katsu,4.5,46,http://www.tripadvisor.com/Restaurant_Review-g293917-d3386899-Reviews-Mu_s_Katsu-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/04/37/c3/98/panini-cheese-style-katsu.jpg
263,Le Coq d'Or Restaurant,4.5,103,http://www.tripadvisor.com/Restaurant_Review-g293917-d1649936-Reviews-Le_Coq_d_Or_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/de/d7/61/photo2jpg.jpg
264,Good Corner Restaurant and Bar,4.5,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d7398874-Reviews-Good_Corner_Restaurant_and_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/84/2a/e4/good-corner-restaurant.jpg
265,Miranda's Cafe & Stay,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d11919676-Reviews-Miranda_s_Cafe_Stay-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/19/d0/1d/in-a-great-location.jpg
266,Kai Yang Wichian - Nimmanhemin Soi 11,5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d11444888-Reviews-Kai_Yang_Wichian_Nimmanhemin_Soi_11-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/3f/6e/8d/kai-yang-wichian-nimmanhemin.jpg
267,Morradoke Thai,4,233,http://www.tripadvisor.com/Restaurant_Review-g293917-d2529513-Reviews-Morradoke_Thai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/4b/64/84/kip-cashew.jpg
268,Krua Peth Doi Ngam,4.5,26,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711808-Reviews-Krua_Peth_Doi_Ngam-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/43/dd/f3/pla-tubtim-tod-takrai.jpg
269,Best kitchen,4,48,http://www.tripadvisor.com/Restaurant_Review-g293917-d10400307-Reviews-Best_kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/af/88/e5/very-good.jpg
270,Kafe Vino Coffee & Wine Bar,4.5,61,http://www.tripadvisor.com/Restaurant_Review-g293917-d3941913-Reviews-Kafe_Vino_Coffee_Wine_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/69/cf/ac/p-pod.jpg
271,Pun Pun,4.5,159,http://www.tripadvisor.com/Restaurant_Review-g293917-d1728706-Reviews-Pun_Pun-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/01/bf/26/bf/dtow-hoo-steak-steak.jpg
272,Why We Don't Go Back to Bangkok,5,32,http://www.tripadvisor.com/Restaurant_Review-g293917-d11915751-Reviews-Why_We_Don_t_Go_Back_to_Bangkok-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/5b/60/60/unique-and-cozy-feel.jpg
273,Old Chiangmai Cultural Center- Khantoke Dinner,4,151,http://www.tripadvisor.com/Restaurant_Review-g293917-d3162111-Reviews-Old_Chiangmai_Cultural_Center_Khantoke_Dinner-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/41/3d/ae/dinner-dishes.jpg
274,Natwat HomeCafe,4.5,29,http://www.tripadvisor.com/Restaurant_Review-g293917-d8599401-Reviews-Natwat_HomeCafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/05/19/13/caption.jpg
275,Kebab Zone,4.5,38,http://www.tripadvisor.com/Restaurant_Review-g293917-d7110401-Reviews-Kebab_Zone-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/b2/60/43/turkish-vegeterian-pizza.jpg
276,Metador,5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d12852792-Reviews-Metador-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/10/9d/3d/19/metador.jpg
277,Kuakai Nimman,4,36,http://www.tripadvisor.com/Restaurant_Review-g293917-d8825946-Reviews-Kuakai_Nimman-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/aa/a2/87/caption.jpg
278,Wine Connection Deli and Bistro - Central Festival Chiang Mai,4,91,http://www.tripadvisor.com/Restaurant_Review-g293917-d5854771-Reviews-Wine_Connection_Deli_and_Bistro_Central_Festival_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/d7/2a/f7/photo1jpg.jpg
279,Lost Lounge Vegetarian Food & Drink,4.5,48,http://www.tripadvisor.com/Restaurant_Review-g293917-d9805959-Reviews-Lost_Lounge_Vegetarian_Food_Drink-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/b6/01/42/dsc-1145-largejpg.jpg
280,Spices Indian Food Thapae Road,4,80,http://www.tripadvisor.com/Restaurant_Review-g293917-d6117554-Reviews-Spices_Indian_Food_Thapae_Road-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/a1/a8/10/1458317884324-largejpg.jpg
281,Sushi Jiro Japanese Restaurant,4.5,41,http://www.tripadvisor.com/Restaurant_Review-g293917-d7137795-Reviews-Sushi_Jiro_Japanese_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/6d/d7/ff/sushi-jiro-japanese-restaurant.jpg
282,Alreem Restaurant UAE Halal Indian & Arabic Food,4.5,73,http://www.tripadvisor.com/Restaurant_Review-g293917-d4226599-Reviews-Alreem_Restaurant_UAE_Halal_Indian_Arabic_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/f1/3e/8c/alreem-restaurant-uae.jpg
283,Keatocha Chicken Rice,4,83,http://www.tripadvisor.com/Restaurant_Review-g293917-d3713328-Reviews-Keatocha_Chicken_Rice-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/31/88/54/keatocha-restaurant.jpg
284,Nong Bee's Burmese Restaurant and Library,4.5,72,http://www.tripadvisor.com/Restaurant_Review-g293917-d2333701-Reviews-Nong_Bee_s_Burmese_Restaurant_and_Library-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/3a/df/26/shan-rice-pennywort-salad.jpg
285,Tsunami Sushi Bar,4,83,http://www.tripadvisor.com/Restaurant_Review-g293917-d3556223-Reviews-Tsunami_Sushi_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/45/ad/e4/photo0jpg.jpg
286,Mama Thai Food,4.5,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d10783104-Reviews-Mama_Thai_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/50/c6/14/20170122-125637-largejpg.jpg
287,The Italian Job,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d11895215-Reviews-The_Italian_Job-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/c4/d5/b3/getlstd-property-photo.jpg
288,Franco-Thai Place,4,76,http://www.tripadvisor.com/Restaurant_Review-g293917-d3970981-Reviews-Franco_Thai_Place-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/79/8a/7f/dsc-0739-largejpg.jpg
289,The Drunken Flower,4.5,24,http://www.tripadvisor.com/Restaurant_Review-g293917-d1234963-Reviews-The_Drunken_Flower-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/7b/dd/97/1512906219734-largejpg.jpg
290,Krua Phech Doi Ngam,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d3715761-Reviews-Krua_Phech_Doi_Ngam-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/e1/be/30/krua-phech-doi-ngam.jpg
291,Italiano Chiang mai,4,92,http://www.tripadvisor.com/Restaurant_Review-g293917-d7155506-Reviews-Italiano_Chiang_mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/bd/ea/b6/getlstd-property-photo.jpg
292,J Kitchen,4.5,51,http://www.tripadvisor.com/Restaurant_Review-g293917-d4688838-Reviews-J_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/dc/e6/3e/j-kitchen.jpg
293,Kao Kab Kang,4,90,http://www.tripadvisor.com/Restaurant_Review-g293917-d4025676-Reviews-Kao_Kab_Kang-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/38/cd/b5/photo6jpg.jpg
294,Zood Zood,4,53,http://www.tripadvisor.com/Restaurant_Review-g293917-d7790485-Reviews-Zood_Zood-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/daodao/photo-f/07/e5/16/4a/caption.jpg
295,Mercato Wine Bar,4.5,21,http://www.tripadvisor.com/Restaurant_Review-g293917-d12371068-Reviews-Mercato_Wine_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/26/f4/02/falafel-plate.jpg
296,Toey Dimsum,4.5,44,http://www.tripadvisor.com/Restaurant_Review-g293917-d3714634-Reviews-Toey_Dimsum-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/35/b0/0e/delicious-dumplings-setting.jpg
297,Matsu,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d6835223-Reviews-Matsu-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/daodao/photo-s/0a/ae/02/c6/matsu.jpg
298,Little istanbul-Chiang Mai,4.5,31,http://www.tripadvisor.com/Restaurant_Review-g293917-d8799210-Reviews-Little_istanbul_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/c1/63/56/best-shawarma-and-turkish.jpg
299,Rimping Village Restaurant,4,67,http://www.tripadvisor.com/Restaurant_Review-g293917-d3713578-Reviews-Rimping_Village_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/08/75/01/da/yummie-curry-springrolls.jpg
300,Mae pa sri,4.5,65,http://www.tripadvisor.com/Restaurant_Review-g293917-d4606489-Reviews-Mae_pa_sri-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/a9/70/d5/mae-pa-sri.jpg
301,Churro Gato Cafe,5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d13226232-Reviews-Churro_Gato_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/11/86/74/21/spanish-hot-chocolate.jpg
302,The Riva,4,65,http://www.tripadvisor.com/Restaurant_Review-g293917-d3161978-Reviews-The_Riva-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/8f/37/6e/above-riva.jpg
303,The Restaurant at Anantara Chiang Mai Resort,4.5,279,http://www.tripadvisor.com/Restaurant_Review-g293917-d1955540-Reviews-The_Restaurant_at_Anantara_Chiang_Mai_Resort-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/da/f2/70/the-restaurant-at-the.jpg
304,Francesca Pizzeria,4.5,49,http://www.tripadvisor.com/Restaurant_Review-g293917-d5005036-Reviews-Francesca_Pizzeria-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/8e/8f/27/caption.jpg
305,Jia Tong Heng Restaurant,4,121,http://www.tripadvisor.com/Restaurant_Review-g293917-d1862421-Reviews-Jia_Tong_Heng_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/dd/58/2d/jia-tong-heng-restaurant.jpg
306,Triplets Eat & Play,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d12071942-Reviews-Triplets_Eat_Play-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/33/05/ef/getlstd-property-photo.jpg
307,The Garden,4,54,http://www.tripadvisor.com/Restaurant_Review-g293917-d1629841-Reviews-The_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/02/5a/23/ca/view-from-the-garden.jpg
308,O'Malley's Irish Pub,3.5,257,http://www.tripadvisor.com/Restaurant_Review-g293917-d2558255-Reviews-O_Malley_s_Irish_Pub-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/63/fc/e5/great-place-for-a-drink.jpg
309,Tengoku-Yaki,4,51,http://www.tripadvisor.com/Restaurant_Review-g293917-d7924215-Reviews-Tengoku_Yaki-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/d5/22/d6/20161130-183629-largejpg.jpg
310,Samurai Kitchen,4,38,http://www.tripadvisor.com/Restaurant_Review-g293917-d10059974-Reviews-Samurai_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/a5/f3/7e/samurai-kitchen-interior.jpg
311,Sila-aat,3.5,208,http://www.tripadvisor.com/Restaurant_Review-g293917-d1129895-Reviews-Sila_aat-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/7b/94/0b/open-air-sitting-area.jpg
312,Teng Nueng,4.5,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d1381112-Reviews-Teng_Nueng-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/a3/5d/a4/dsc-0271-largejpg.jpg
313,Number 9 Restaurant,4.5,57,http://www.tripadvisor.com/Restaurant_Review-g293917-d2546631-Reviews-Number_9_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/e0/79/cb/photo0jpg.jpg
314,Tengoku De Cuisine,4.5,132,http://www.tripadvisor.com/Restaurant_Review-g293917-d1557585-Reviews-Tengoku_De_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/e8/4e/32/good-sushi.jpg
315,Italia Restaurant,4.5,148,http://www.tripadvisor.com/Restaurant_Review-g293917-d6440714-Reviews-Italia_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/55/eb/ad/italia-restaurant.jpg
316,Chit Chai,4.5,39,http://www.tripadvisor.com/Restaurant_Review-g293917-d3393489-Reviews-Chit_Chai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/ab/40/1f/basil-chili-chicken.jpg
317,El Patio,4.5,104,http://www.tripadvisor.com/Restaurant_Review-g293917-d3958108-Reviews-El_Patio-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0e/08/5b/01/hmmmmmmmmmmm-verengenas.jpg
318,Royal India Restaurant,4,52,http://www.tripadvisor.com/Restaurant_Review-g293917-d3721873-Reviews-Royal_India_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/72/4a/28/caption.jpg
319,Warm Up Cafe,4,107,http://www.tripadvisor.com/Restaurant_Review-g293917-d3704115-Reviews-Warm_Up_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/1e/75/7e/the-view-inside-the-restaurant.jpg
320,Lapin Cafe,4.5,79,http://www.tripadvisor.com/Restaurant_Review-g293917-d3149180-Reviews-Lapin_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/f0/89/54/lapin.jpg
321,Blue Note Cafe,4.5,24,http://www.tripadvisor.com/Restaurant_Review-g293917-d7788413-Reviews-Blue_Note_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/f4/59/fa/caption.jpg
