,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL
433,Freedom Healthy Cafe And Restaurant,5,8,http://www.tripadvisor.com/Restaurant_Review-g293917-d11686389-Reviews-Freedom_Healthy_Cafe_And_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/62/87/a8/photo0jpg.jpg
434,Sub Seafood,4.5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d10517708-Reviews-Sub_Seafood-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/87/3c/1a/vongole.jpg
435,V T Namnung,4,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d3709879-Reviews-V_T_Namnung-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/3d/0c/da/photo0jpg.jpg
436,ImmAim Vegetarian And Bike Cafe',4.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d10534705-Reviews-ImmAim_Vegetarian_And_Bike_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/b6/65/90/img-20161124-191436-largejpg.jpg
437,Restaurant at Rom Po Boutique,4,33,http://www.tripadvisor.com/Restaurant_Review-g293917-d6477127-Reviews-Restaurant_at_Rom_Po_Boutique-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/05/e9/61/1b/my-breakfast-here-nice.jpg
438,Allway Cafe’,4.5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d13321399-Reviews-Allway_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/9f/1a/86/photo3jpg.jpg
439,The Salsa Kitchen - Ruamchok,4,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d10187968-Reviews-The_Salsa_Kitchen_Ruamchok-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/01/66/be/photo0jpg.jpg
440,Thajene Chomchan Seafood Restaurant,5,16,http://www.tripadvisor.com/Restaurant_Review-g293917-d3709700-Reviews-Thajene_Chomchan_Seafood_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/07/41/10/0c/caption.jpg
441,Moonpie bar and restaurant,4.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d12283459-Reviews-Moonpie_bar_and_restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/42/1c/70/side-view-of-the-building.jpg
442,Deva Bamboo Cafe,5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d10489053-Reviews-Deva_Bamboo_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/b5/cb/21/photo9jpg.jpg
443,Thais That Bind,4,91,http://www.tripadvisor.com/Restaurant_Review-g293917-d1869908-Reviews-Thais_That_Bind-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/78/08/63/what-once-was-thais-that.jpg
444,Damn Good Burgers & Fries,4,18,http://www.tripadvisor.com/Restaurant_Review-g293917-d10446294-Reviews-Damn_Good_Burgers_Fries-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/03/26/02/photo1jpg.jpg
445,Nest 2 Restaurant,4.5,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d3715737-Reviews-Nest_2_Restaurant-Chiang_Mai.html,static/images/generic.jpg
446,Ribtalk,4.5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d12878646-Reviews-Ribtalk-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/a5/10/4c/photo0jpg.jpg
447,Bhukitta,4.5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d3809846-Reviews-Bhukitta-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/77/33/75/bhukitta.jpg
448,Zimple Resto & Cafe Chiangmai,4.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d12532064-Reviews-Zimple_Resto_Cafe_Chiangmai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/48/22/8f/garden.jpg
449,Fruits Mania,4.5,12,http://www.tripadvisor.com/Restaurant_Review-g293917-d11150135-Reviews-Fruits_Mania-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/16/05/d4/fruits-mania.jpg
450,Laem Cha-Roen Seafood,4.5,21,http://www.tripadvisor.com/Restaurant_Review-g293917-d6628398-Reviews-Laem_Cha_Roen_Seafood-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/28/6a/7f/laem-cha-roen-seafood.jpg
451,Wrap Master,4.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d10674919-Reviews-Wrap_Master-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/8d/23/d6/tacos.jpg
452,Monsoon Teas,4.5,12,http://www.tripadvisor.com/Restaurant_Review-g293917-d8838709-Reviews-Monsoon_Teas-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/92/b1/e7/monsoon-teas.jpg
453,Goro Japanese Restaurant,4,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d10624787-Reviews-Goro_Japanese_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/5e/14/03/goro-japanese-restaurant.jpg
454,Funan Garden,4.5,40,http://www.tripadvisor.com/Restaurant_Review-g293917-d2703591-Reviews-Funan_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/16/eb/de/funan-garden.jpg
455,Miyazaki,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d6999171-Reviews-Miyazaki-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0f/84/b7/f0/photo1jpg.jpg
456,The Brotherhood,4.5,16,http://www.tripadvisor.com/Restaurant_Review-g293917-d7953036-Reviews-The_Brotherhood-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/b2/b9/5e/the-brotherhood.jpg
457,PHO Gerard,5,10,http://www.tripadvisor.com/Restaurant_Review-g293917-d10732601-Reviews-PHO_Gerard-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/08/33/3b/pho-gerard.jpg
458,The Oak Tree,4.5,16,http://www.tripadvisor.com/Restaurant_Review-g293917-d2002626-Reviews-The_Oak_Tree-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/07/12/94/5c/live-band.jpg
459,T Station Bar & Restaurant,4,55,http://www.tripadvisor.com/Restaurant_Review-g293917-d8517728-Reviews-T_Station_Bar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0d/e2/ef/90/t-station.jpg
460,Wallee Bar,4.5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d7893336-Reviews-Wallee_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/8a/8f/cc/the-best-chicken-burger.jpg
461,Mario's Italian Restaurant,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d3737985-Reviews-Mario_s_Italian_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/e6/42/59/mario-s-italian-restaurant.jpg
462,Khum Vieng Yong,4.5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d3167980-Reviews-Khum_Vieng_Yong-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/04/62/4e/66/caption.jpg
463,Doqaholic Cafe,4.5,16,http://www.tripadvisor.com/Restaurant_Review-g293917-d8738127-Reviews-Doqaholic_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/5e/71/d5/doqaholic-cafe.jpg
464,Ongtong noodle,4,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d8442451-Reviews-Ongtong_noodle-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/50/b0/61/caption.jpg
465,Ruenros,4.5,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d13114212-Reviews-Ruenros-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/6e/2b/1f/excellent-thai-food-and.jpg
466,Cafe des Artists,5,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d12837949-Reviews-Cafe_des_Artists-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/ff/a0/e0/photo2jpg.jpg
467,Loosey Goosey Bar & Restaurant,5,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d12143326-Reviews-Loosey_Goosey_Bar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/60/23/5d/getlstd-property-photo.jpg
468,Bridge Bar,5,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d12646323-Reviews-Bridge_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/11/3b/90/5b/fb-img-1510311374543.jpg
469,Good Restaurant,5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d12078650-Reviews-Good_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/42/87/d1/good-restaurant.jpg
470,Chef Clint CNX,5,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d12884481-Reviews-Chef_Clint_CNX-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/92/f7/6a/getlstd-property-photo.jpg
471,Doowa Taek Tom,5,4,http://www.tripadvisor.com/Restaurant_Review-g293917-d13162389-Reviews-Doowa_Taek_Tom-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/84/ee/7d/doowa-taek-tom-korean.jpg
472,Two Sisters Pizza,5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d12016474-Reviews-Two_Sisters_Pizza-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/37/42/13/pizza-in-chiang-mai.jpg
473,Eat Restaurant - U Chiang Mai,4,82,http://www.tripadvisor.com/Restaurant_Review-g293917-d1906543-Reviews-Eat_Restaurant_U_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/8c/0c/53/u-chiang-mai.jpg
474,Akaligo,4.5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d3791402-Reviews-Akaligo-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/5b/f2/8a/akaligo.jpg
475,Tamarind,4.5,55,http://www.tripadvisor.com/Restaurant_Review-g293917-d1655714-Reviews-Tamarind-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/ae/c7/db/stuffed-spring-rolls.jpg
476,Pinch of Salt,5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d8733914-Reviews-Pinch_of_Salt-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/b7/0e/e5/pinch-of-salt-studio.jpg
477,Tintin Cafe,4,17,http://www.tripadvisor.com/Restaurant_Review-g293917-d9790009-Reviews-Tintin_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/14/96/9b/tintin-cafe.jpg
478,Bann rim nam,4.5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d4521066-Reviews-Bann_rim_nam-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/32/d4/14/steamed-prawn-with-milk.jpg
479,Plum Coffee and Smoothies,4.5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d12596875-Reviews-Plum_Coffee_and_Smoothies-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/f9/de/ed/photo0jpg.jpg
480,Prego Restaurant River Front Chiang Mai,4.5,173,http://www.tripadvisor.com/Restaurant_Review-g293917-d1787435-Reviews-Prego_Restaurant_River_Front_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/02/64/ef/f9/banana-leaf-salad.jpg
481,Baanrai Yarmyen,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d1124933-Reviews-Baanrai_Yarmyen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/16/ac/45/fried-fish-with-fried.jpg
482,Huen Huay Kaew,4,36,http://www.tripadvisor.com/Restaurant_Review-g293917-d2562266-Reviews-Huen_Huay_Kaew-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/b1/de/f1/photo1jpg.jpg
483,The Barn Eatery Design,4.5,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d7394054-Reviews-The_Barn_Eatery_Design-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/0b/db/27/caption.jpg
484,Tha Chang Cafe,4,24,http://www.tripadvisor.com/Restaurant_Review-g293917-d4036648-Reviews-Tha_Chang_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/fd/87/d0/tha-chang-cafe.jpg
485,Khum Khantoke,3.5,121,http://www.tripadvisor.com/Restaurant_Review-g293917-d3709816-Reviews-Khum_Khantoke-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/11/c9/93/80/khum-khantoke-chiangmai.jpg
486,Dara Vietnam Food,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d5989364-Reviews-Dara_Vietnam_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/8e/8c/a2/no-english-board-great.jpg
487,"Wine Connection - Promenada Project, Chiang Mai",4,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d10221708-Reviews-Wine_Connection_Promenada_Project_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/94/57/ad/img20170301122650-largejpg.jpg
488,Khum Kafe,4.5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d12450933-Reviews-Khum_Kafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0f/50/00/cf/getlstd-property-photo.jpg
489,Kouen coffee & bistro,4.5,10,http://www.tripadvisor.com/Restaurant_Review-g293917-d10211576-Reviews-Kouen_coffee_bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/ff/3b/dc/kouen-coffee-bistro.jpg
490,Kinlum Kindee,4.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d11952172-Reviews-Kinlum_Kindee-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0e/35/56/f3/caption.jpg
491,Un Deux Trois Coffee and Bakery,4,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d9553005-Reviews-Un_Deux_Trois_Coffee_and_Bakery-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/be/63/58/un-deux-trois-coffee.jpg
492,Oil Oad A Grill,5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d8734250-Reviews-Oil_Oad_A_Grill-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/86/e6/f2/caption.jpg
493,Vegetarian Society,4.5,13,http://www.tripadvisor.com/Restaurant_Review-g293917-d9710486-Reviews-Vegetarian_Society-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/12/9a/9f/vegetarian-society.jpg
494,Shabugu,4.5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d9457804-Reviews-Shabugu-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/b7/2a/b2/caption.jpg
495,The Corner Chiangmai,4.5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d12087693-Reviews-The_Corner_Chiangmai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/a7/1d/dc/the-outside.jpg
496,Subway,4,55,http://www.tripadvisor.com/Restaurant_Review-g293917-d4827411-Reviews-Subway-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/08/53/d6/6e/subway.jpg
497,Nature's Way,4.5,75,http://www.tripadvisor.com/Restaurant_Review-g293917-d2734250-Reviews-Nature_s_Way-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/6c/f4/98/nature-s-way.jpg
498,Black Elephant Garden Bistro,4,103,http://www.tripadvisor.com/Restaurant_Review-g293917-d4153859-Reviews-Black_Elephant_Garden_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/7a/a6/68/black-elephant-garden.jpg
499,Chang Chalaad,5,26,http://www.tripadvisor.com/Restaurant_Review-g293917-d3504476-Reviews-Chang_Chalaad-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/d0/b9/cf/riz-a-l-ananas.jpg
500,Ton Goom River Front,4.5,10,http://www.tripadvisor.com/Restaurant_Review-g293917-d7365309-Reviews-Ton_Goom_River_Front-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/df/21/30/ton-goom-river-front.jpg
501,B&B; Sugar Bar and Restaurant,4,41,http://www.tripadvisor.com/Restaurant_Review-g293917-d5809394-Reviews-B_B_Sugar_Bar_and_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/05/97/7d/77/b-b-sugar-bar-and-restaurant.jpg
502,1 Way Bar,5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d9729340-Reviews-1_Way_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/3f/e1/bf/a-must-visit-bar_rotated_90.jpg
503,Blackitch Artisan Kitchen,5,12,http://www.tripadvisor.com/Restaurant_Review-g293917-d6765613-Reviews-Blackitch_Artisan_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/4e/08/e1/chef-black-is-a-true.jpg
504,El Diablo's Burritos,4,284,http://www.tripadvisor.com/Restaurant_Review-g293917-d1644641-Reviews-El_Diablo_s_Burritos-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/4c/80/61/margarita-and-nachos.jpg
505,Rachadamneon Kitchen,3.5,86,http://www.tripadvisor.com/Restaurant_Review-g293917-d4935334-Reviews-Rachadamneon_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/93/f8/01/pad-thai-de-see-food.jpg
506,Nat's Bistro,4,78,http://www.tripadvisor.com/Restaurant_Review-g293917-d5937599-Reviews-Nat_s_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/d3/8b/d7/curry-green-curry-shrimp.jpg
507,Baan Khun Nine Kitchen,5,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d12222117-Reviews-Baan_Khun_Nine_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/a4/9e/c2/baan-khun-nine-kitchen.jpg
508,Rose's RoadHouse & New York Style Pizza,4.5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d12817837-Reviews-Rose_s_RoadHouse_New_York_Style_Pizza-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/56/13/16/thick-crust-veggie-lovers.jpg
509,Green Days,4.5,33,http://www.tripadvisor.com/Restaurant_Review-g293917-d3859078-Reviews-Green_Days-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/c7/3b/c9/green-days.jpg
